@SampleID:
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU
45202.106	strain	||||||45202|45202.106	||||||unidentified plasmid|unidentified plasmid strain	0.6001	RNODE_347_length_5424_cov_5.89171	45202
1690268.1	strain	2|1224|28216|80840|80864|12916|1690268|1690268.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax|Acidovorax sp. SD340|Acidovorax sp. SD340 strain	0.0000	Otu491.0	80864
45202.100	strain	||||||45202|45202.100	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_26_length_2149_cov_3.97038	45202
45202.103	strain	||||||45202|45202.103	||||||unidentified plasmid|unidentified plasmid strain	0.0638	RNODE_223_length_2107_cov_5.74724	45202
1690268.2	strain	2|1224|28216|80840|80864|12916|1690268|1690268.2	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax|Acidovorax sp. SD340|Acidovorax sp. SD340 strain	0.0000	Otu80.1	80864
749927.1	strain	2|201174|1760|85010|2070|1813|33910|749927.1	Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis|Amycolatopsis mediterranei|Amycolatopsis mediterranei U32 strain	0.0000	Otu525.0	2070
45202.173	strain	||||||45202|45202.173	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_574_length_2604_cov_12.49740	45202
1121362.1	strain	2|201174|1760|85007|1653|1716|225326|1121362.1	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium halotolerans|Corynebacterium halotolerans YIM 70093 = DSM 44683 strain	0.0000	Otu931	1121362
1214242.1	strain	2|201174|1760|85011|2062|1883|42684|1214242.1	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces collinus|Streptomyces collinus Tu 365 strain	2.5403	Otu1.0	1883
45202.174	strain	||||||45202|45202.174	||||||unidentified plasmid|unidentified plasmid strain	0.0001	RNODE_448_length_1719_cov_7.88578	45202
45202.87	strain	||||||45202|45202.87	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_170_length_2572_cov_18.40510	45202
32644.136	strain	||||||32644|32644.136	||||||unidentified|unidentified strain	0.0000	RNODE_554_length_6559_cov_5.96604	32644
12916.7	strain	2|1224|28216|80840|80864|12916||12916.7	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax||Acidovorax strain	0.0000	Otu744	12916
32644.18	strain	||||||32644|32644.18	||||||unidentified|unidentified strain	0.0460	RNODE_295_length_10931_cov_11.99890	32644
32644.19	strain	||||||32644|32644.19	||||||unidentified|unidentified strain	0.0000	RNODE_441_length_2686_cov_18.21714	32644
45202.29	strain	||||||45202|45202.29	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_92_length_2810_cov_4.09613	45202
45202.28	strain	||||||45202|45202.28	||||||unidentified plasmid|unidentified plasmid strain	0.0063	RNODE_237_length_4009_cov_52.34788	45202
45202.77	strain	||||||45202|45202.77	||||||unidentified plasmid|unidentified plasmid strain	0.0002	RNODE_424_length_1604_cov_9.07185	45202
45202.25	strain	||||||45202|45202.25	||||||unidentified plasmid|unidentified plasmid strain	0.1382	RNODE_412_length_3243_cov_51.13691	45202
32644.11	strain	||||||32644|32644.11	||||||unidentified|unidentified strain	0.0077	RNODE_377_length_2313_cov_34.45308	32644
45202.27	strain	||||||45202|45202.27	||||||unidentified plasmid|unidentified plasmid strain	0.1066	RNODE_145_length_1547_cov_6.91082	45202
32644.13	strain	||||||32644|32644.13	||||||unidentified|unidentified strain	0.0000	RNODE_47_length_2124_cov_4.45100	32644
32644.14	strain	||||||32644|32644.14	||||||unidentified|unidentified strain	0.0000	RNODE_213_length_2939_cov_7.79705	32644
32644.15	strain	||||||32644|32644.15	||||||unidentified|unidentified strain	0.0002	RNODE_348_length_2291_cov_3.76025	32644
45202.23	strain	||||||45202|45202.23	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_51_length_2136_cov_5.31315	45202
32644.17	strain	||||||32644|32644.17	||||||unidentified|unidentified strain	0.0000	RNODE_287_length_2601_cov_28.03218	32644
324057.1	strain	2|1239|91061|1385|186822|44249|324057|324057.1	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. JDR-2|Paenibacillus sp. JDR-2 strain	0.0000	Otu1015	324057
316330.1	strain	2|201174|1760|85012|2004|2005|316330|316330.1	Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Streptosporangiaceae|Microbispora|Microbispora sp. ATCC PTA-5024|Microbispora sp. ATCC PTA-5024 strain	0.0000	Otu1007.0	2004
45202.86	strain	||||||45202|45202.86	||||||unidentified plasmid|unidentified plasmid strain	0.0048	RNODE_306_length_4235_cov_12.16734	45202
32644.154	strain	||||||32644|32644.154	||||||unidentified|unidentified strain	0.0057	RNODE_376_length_2653_cov_7.05093	32644
479433.1	strain	2|201174|1760|414714|414877|414878|304895|479433.1	Bacteria|Actinobacteria|Actinobacteria|Catenulisporales|Catenulisporaceae|Catenulispora|Catenulispora acidiphila|Catenulispora acidiphila DSM 44928 strain	0.0000	Otu564.0	414878
69222.1	strain	2|1224|1236|91347|1903409|551|69222|69222.1	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia mallotivora|Erwinia mallotivora strain	0.0000	Otu1098	69222
1150621.1	strain	2|1224|29547|213849|72294|57665|66821|1150621.1	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Sulfurospirillum|Sulfurospirillum multivorans|Sulfurospirillum multivorans DSM 12446 strain	0.0000	Otu902.0	57665
5507.5	strain	2759|4890|147550|5125|110618|5506|5507|5507.5	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Fusarium|Fusarium oxysporum|Fusarium oxysporum strain	0.0050	Fusarium_oxysporum_MPI-FR1-AT-0335	5507
13687.1	strain	2|1224|28211|204457|41297|13687||13687.1	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas||Sphingomonas strain	0.4095	Otu29.0	41297
1292035.1	strain	2|1239|186801|186802|186804|1849828|1505|1292035.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Paeniclostridium|Paeniclostridium sordellii|Paeniclostridium sordellii VPI 9048 strain	0.0000	Otu213.1	186804
5507.6	strain	2759|4890|147550|5125|110618|5506|5507|5507.6	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Fusarium|Fusarium oxysporum|Fusarium oxysporum strain	0.0019	Fusarium_oxysporum_MPI-PUGE-AT-0057	5507
5507.1	strain	2759|4890|147550|5125|110618|5506|5507|5507.1	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Fusarium|Fusarium oxysporum|Fusarium oxysporum strain	0.0147	Fusarium_oxysporum_MPI-CAGE-AT-0013	5507
5507.3	strain	2759|4890|147550|5125|110618|5506|5507|5507.3	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Fusarium|Fusarium oxysporum|Fusarium oxysporum strain	0.0099	Fusarium_oxysporum_MPI-SP2-AT-0407	5507
5507.2	strain	2759|4890|147550|5125|110618|5506|5507|5507.2	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Fusarium|Fusarium oxysporum|Fusarium oxysporum strain	0.0040	Fusarium_oxysporum_MPI-CAGE-CH-0226	5507
1760.10	strain	2|201174|1760|||||1760.10	Bacteria|Actinobacteria|Actinobacteria|||||Actinobacteria strain	0.0000	Otu632	1760
45202.200	strain	||||||45202|45202.200	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_162_length_1832_cov_1.88784	45202
45202.85	strain	||||||45202|45202.85	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_118_length_1774_cov_2.07534	45202
45202.201	strain	||||||45202|45202.201	||||||unidentified plasmid|unidentified plasmid strain	0.0135	RNODE_507_length_1987_cov_46.05898	45202
1760.12	strain	2|201174|1760|||||1760.12	Bacteria|Actinobacteria|Actinobacteria|||||Actinobacteria strain	0.0000	Otu707	1760
590998.1	strain	2|201174|1760|85006|85016|1707|1708|590998.1	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Cellulomonadaceae|Cellulomonas|Cellulomonas fimi|Cellulomonas fimi ATCC 484 strain	0.0000	Otu1003.0	1707
45202.196	strain	||||||45202|45202.196	||||||unidentified plasmid|unidentified plasmid strain	0.0656	RNODE_529_length_1514_cov_4.48325	45202
45202.197	strain	||||||45202|45202.197	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_140_length_2497_cov_5.86303	45202
45202.194	strain	||||||45202|45202.194	||||||unidentified plasmid|unidentified plasmid strain	0.0256	RNODE_253_length_4934_cov_14.39047	45202
45202.120	strain	||||||45202|45202.120	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_514_length_7618_cov_5.62957	45202
45202.192	strain	||||||45202|45202.192	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_44_length_6101_cov_2.97384	45202
45202.193	strain	||||||45202|45202.193	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_426_length_2252_cov_11.50083	45202
45202.190	strain	||||||45202|45202.190	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_151_length_1644_cov_3.51048	45202
45202.191	strain	||||||45202|45202.191	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_332_length_1624_cov_3.94382	45202
45202.127	strain	||||||45202|45202.127	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_129_length_1566_cov_26.20790	45202
45202.182	strain	||||||45202|45202.182	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_389_length_1545_cov_18.59160	45202
1121377.1	strain	2|1297|188787|118964|183710|1298|309886|1121377.1	Bacteria|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus apachensis|Deinococcus apachensis DSM 19763 strain	0.0000	Otu977	1121377
1589764.1	strain	2759|4890|147541|92860|715496|1319578|1589764|1589764.1	Eukaryota|Ascomycota|Dothideomycetes|Pleosporales|Morosphaeriaceae|Acrocalymma|Acrocalymma vagum|Acrocalymma vagum strain	0.0004	Rhizopycnis_vagum_MPI-FR1-AT-0346	1589764
45202.126	strain	||||||45202|45202.126	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_310_length_7241_cov_7.51586	45202
34073.10	strain	2|1224|28216|80840|80864|34072|34073|34073.10	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax|Variovorax paradoxus|Variovorax paradoxus strain	0.0000	Otu962	34073
1760.16	strain	2|201174|1760|||||1760.16	Bacteria|Actinobacteria|Actinobacteria|||||Actinobacteria strain	0.0000	Otu747	1760
1285583.1	strain	2|201174|1760|85007|1653|1716|160386|1285583.1	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium casei|Corynebacterium casei LMG S-19264 strain	0.0000	Otu934.0	1716
69784.1	strain	2759|4890|147545|5042|1131492|5073|69784|69784.1	Eukaryota|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Penicillium|Penicillium restrictum|Penicillium restrictum strain	0.0486	Penicillium_restrictum_MPI-SP2-AT-0405	69784
45202.169	strain	||||||45202|45202.169	||||||unidentified plasmid|unidentified plasmid strain	0.0022	RNODE_143_length_3260_cov_5.42156	45202
32644.181	strain	||||||32644|32644.181	||||||unidentified|unidentified strain	0.0000	RNODE_13_length_1938_cov_15.43946	32644
32644.180	strain	||||||32644|32644.180	||||||unidentified|unidentified strain	0.0000	RNODE_160_length_1746_cov_3.90255	32644
32644.183	strain	||||||32644|32644.183	||||||unidentified|unidentified strain	0.0000	RNODE_356_length_2244_cov_4.44644	32644
32644.182	strain	||||||32644|32644.182	||||||unidentified|unidentified strain	0.0000	RNODE_327_length_1948_cov_35.31308	32644
32644.185	strain	||||||32644|32644.185	||||||unidentified|unidentified strain	0.0000	RNODE_450_length_11970_cov_105.70786	32644
358220.4	strain	2|1224|28216|80840|80864|12916|358220|358220.4	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax|Acidovorax sp. KKS102|Acidovorax sp. KKS102 strain	0.1460	LjRoot109	358220
32644.186	strain	||||||32644|32644.186	||||||unidentified|unidentified strain	0.0026	RNODE_427_length_9830_cov_4.30470	32644
218284.1	strain	2|1239|91061|1385|186817|1386|218284|218284.1	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus vietnamensis|Bacillus vietnamensis strain	0.0000	Otu820	218284
929712.1	strain	2|201174|1497346|588673|361606|361607|298163|929712.1	Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Patulibacteraceae|Patulibacter|Patulibacter minatonensis|Patulibacter minatonensis DSM 18081 strain	0.0000	Otu1072.0	361607
1214102.1	strain	2|201174|1760|85007|1762|1763|1766|1214102.1	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium fortuitum|Mycobacterium fortuitum subsp. fortuitum DSM 46621 = ATCC 6841 strain	0.0000	Otu620	1214102
690598.1	strain	2|1224|1236|72274|135621|286|46677|690598.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas agarici|Pseudomonas agarici NCPPB 2289 strain	0.0000	Otu890	690598
1500301.1	strain	2|1224|28211|356|82115|379|1500301|1500301.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium sp. CF097|Rhizobium sp. CF097 strain	0.0000	Otu603	1500301
435897.1	strain	2|1224|1236|135614|32033|68|435897|435897.1	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|Lysobacter capsici|Lysobacter capsici strain	0.0152	Otu251.0	32033
45202.39	strain	||||||45202|45202.39	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_208_length_1614_cov_5.26633	45202
395598.1	strain	2|1224|1236|72274|135621|286|395598|395598.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas reinekei|Pseudomonas reinekei strain	0.0000	Otu837.0	135621
29320.1	strain	2|201174|1760|85006|1268|1742992|29320|29320.1	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Paenarthrobacter|Paenarthrobacter nicotinovorans|Paenarthrobacter nicotinovorans strain	0.0000	Otu882	29320
1246995.1	strain	2|201174|1760|85008|28056|1865|196914|1246995.1	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Actinoplanes|Actinoplanes friuliensis|Actinoplanes friuliensis DSM 7358 strain	0.0152	Otu734.0	28056
465806.1	strain	2759|4890|147550|5125|110618|1620264|465806|465806.1	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Dactylonectria|Dactylonectria pauciseptata|Dactylonectria pauciseptata strain	0.0018	Cylindrocarpon_pauciseptatum_MPI-SP2-AT-0468	465806
756499.1	strain	2|1239|186801|186802|186807|36853|36854|756499.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Desulfitobacterium|Desulfitobacterium dehalogenans|Desulfitobacterium dehalogenans ATCC 51507 strain	0.0000	Otu1072	756499
1041930.1	strain	2157|28890|224756|570264|570265|570266|1175444|1041930.1	Archaea|Euryarchaeota|Methanomicrobia|Methanocellales|Methanocellaceae|Methanocella|Methanocella conradii|Methanocella conradii HZ254 strain	0.0000	Otu622	1041930
375.1	strain	2|1224|28211|356|41294|374|375|375.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Bradyrhizobium japonicum|Bradyrhizobium japonicum strain	0.1896	Otu93.0	374
40323.3	strain	2|1224|1236|135614|32033|40323||40323.3	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas||Stenotrophomonas strain	0.0452	3934_Q	40323
40323.2	strain	2|1224|1236|135614|32033|40323||40323.2	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas||Stenotrophomonas strain	0.0000	3934_E	40323
40323.1	strain	2|1224|1236|135614|32033|40323||40323.1	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas||Stenotrophomonas strain	0.0000	3934_F	40323
1096756.1	strain	2|201174|1760|85006|1268|1663|1096756|1096756.1	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Arthrobacter|Arthrobacter sp. PAO19|Arthrobacter sp. PAO19 strain	0.0872	Otu222.0	1663
930171.1	strain	2|201174|1760|85006|1268|1742993|361575|930171.1	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Pseudarthrobacter|Pseudarthrobacter phenanthrenivorans|Pseudarthrobacter phenanthrenivorans Sphe3 strain	0.0076	Otu943	930171
32644.118	strain	||||||32644|32644.118	||||||unidentified|unidentified strain	0.0000	RNODE_119_length_2367_cov_7.70704	32644
32644.119	strain	||||||32644|32644.119	||||||unidentified|unidentified strain	0.0000	RNODE_176_length_1549_cov_36.55206	32644
1267600.1	strain	2|1224|1236|91347|1903409|53335|1267600|1267600.1	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea sp. IMH|Pantoea sp. IMH strain	0.0000	Otu892	1267600
243230.1	strain	2|1297|188787|118964|183710|1298|1299|243230.1	Bacteria|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus radiodurans|Deinococcus radiodurans R1 strain	0.0000	Otu257.0	1298
32644.112	strain	||||||32644|32644.112	||||||unidentified|unidentified strain	0.0000	RNODE_599_length_1516_cov_6.51991	32644
45202.36	strain	||||||45202|45202.36	||||||unidentified plasmid|unidentified plasmid strain	0.0295	RNODE_226_length_3315_cov_75.69511	45202
32644.110	strain	||||||32644|32644.110	||||||unidentified|unidentified strain	0.0720	RNODE_422_length_2556_cov_6.56672	32644
32644.111	strain	||||||32644|32644.111	||||||unidentified|unidentified strain	0.0000	RNODE_175_length_2761_cov_19.02118	32644
32644.116	strain	||||||32644|32644.116	||||||unidentified|unidentified strain	0.0001	RNODE_319_length_1321_cov_2.32409	32644
41275.1	strain	2|1224|28211|204458|76892|41275||41275.1	Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas||Brevundimonas strain	0.0029	Otu261.1	41275
41275.2	strain	2|1224|28211|204458|76892|41275||41275.2	Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas||Brevundimonas strain	0.0426	Otu261.0	41275
1173027.1	strain	2|1117||1150|1892252|44471|1173027|1173027.1	Bacteria|Cyanobacteria||Oscillatoriales|Microcoleaceae|Microcoleus|Microcoleus sp. PCC 7113|Microcoleus sp. PCC 7113 strain	0.0000	Otu956	1173027
509635.1	strain	2|976|117747|200666|84566|84567|509635|509635.1	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter sp. V48|Pedobacter sp. V48 strain	0.0000	Otu268.0	84566
311230.2	strain	2|1224|28216|80840|119060|1822464|311230|311230.2	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia terrae|Paraburkholderia terrae strain	0.0000	Otu576	311230
1312954.1	strain	2|201174|1760|85006|1268|1663|1312954|1312954.1	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Arthrobacter|Arthrobacter sp. Br18|Arthrobacter sp. Br18 strain	0.0000	Otu526.0	1663
73010.1	strain	2|1224|1236|135624|84642|642|73010|73010.1	Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas encheleia|Aeromonas encheleia strain	0.0000	Otu1007	73010
45202.14	strain	||||||45202|45202.14	||||||unidentified plasmid|unidentified plasmid strain	0.0406	RNODE_353_length_1966_cov_4.24691	45202
45202.15	strain	||||||45202|45202.15	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_573_length_3100_cov_6.78384	45202
45202.16	strain	||||||45202|45202.16	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_20_length_3323_cov_4.22024	45202
45202.17	strain	||||||45202|45202.17	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_326_length_1765_cov_55.82043	45202
45202.10	strain	||||||45202|45202.10	||||||unidentified plasmid|unidentified plasmid strain	2.0358	RNODE_124_length_1415_cov_2.71141	45202
45202.11	strain	||||||45202|45202.11	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_598_length_2095_cov_11.12130	45202
45202.12	strain	||||||45202|45202.12	||||||unidentified plasmid|unidentified plasmid strain	0.4172	RNODE_196_length_1935_cov_38.48772	45202
45202.13	strain	||||||45202|45202.13	||||||unidentified plasmid|unidentified plasmid strain	0.0535	RNODE_164_length_3484_cov_4.58781	45202
479432.1	strain	2|201174|1760|85012|2004|2000|2001|479432.1	Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Streptosporangiaceae|Streptosporangium|Streptosporangium roseum|Streptosporangium roseum DSM 43021 strain	0.0000	Otu1007.1	2004
1121335.1	strain	2|1239|186801|186802|541000|1508657|1510|1121335.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|[Clostridium] stercorarium|[Clostridium] stercorarium subsp. stercorarium DSM 8532 strain	0.0000	Otu725	1121335
45202.18	strain	||||||45202|45202.18	||||||unidentified plasmid|unidentified plasmid strain	0.0114	RNODE_379_length_1435_cov_1.62350	45202
45202.19	strain	||||||45202|45202.19	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_113_length_2920_cov_5.66563	45202
720555.1	strain	2|1239|91061|1385|186817|1386|1452|720555.1	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus atrophaeus|Bacillus atrophaeus 1942 strain	0.0303	Otu265.0	1386
746128.1	strain	2759|4890|147545|5042|1131492|5052|746128|746128.1	Eukaryota|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus fumigatus|Aspergillus fumigatus strain	0.0010	Aspergillus_fumigatus_MPI-SW4-AT-0569	746128
861299.1	strain	2|142182|219685|219686|219687|1706036|861299|861299.1	Bacteria|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceae|Gemmatirosa|Gemmatirosa kalamazoonesis|Gemmatirosa kalamazoonesis strain	0.0000	Otu434.0	219687
1860054.1	strain	2759|4890|147550|5125|1667166|1860048|1860054|1860054.1	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Striaticonidium|Striaticonidium cinctum|Striaticonidium cinctum strain	0.0010	Myrothecium_cinctum_MPI-SP2-AT-0408	1860054
1298859.1	strain	2|1224|28216|80840|119060|32008|1298859|1298859.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia sp. URHA0054|Burkholderia sp. URHA0054 strain	0.0114	Otu50.0	32008
165697.2	strain	2|1224|28211|204457|41297|165697||165697.2	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingopyxis||Sphingopyxis strain	0.0000	Otu897.1	41297
165697.1	strain	2|1224|28211|204457|41297|165697||165697.1	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingopyxis||Sphingopyxis strain	0.0000	Otu309.0	41297
1380394.1	strain	2|1224|28211|204441|||1380394|1380394.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|||Rhodospirillales bacterium URHD0088|Rhodospirillales bacterium URHD0088 strain	0.0000	Otu970	1380394
222.1	strain	2|1224|28216|80840|506|222||222.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter||Achromobacter strain	0.0000	Otu950.0	506
405948.1	strain	2|201174|1760|85010|2070|1835|1836|405948.1	Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Saccharopolyspora|Saccharopolyspora erythraea|Saccharopolyspora erythraea NRRL 2338 strain	0.0000	Otu616.0	2070
32644.54	strain	||||||32644|32644.54	||||||unidentified|unidentified strain	0.0000	RNODE_567_length_2043_cov_21.53474	32644
32644.55	strain	||||||32644|32644.55	||||||unidentified|unidentified strain	0.0000	RNODE_101_length_1372_cov_7.49556	32644
32644.56	strain	||||||32644|32644.56	||||||unidentified|unidentified strain	0.0055	RNODE_4_length_1367_cov_2.97100	32644
32644.57	strain	||||||32644|32644.57	||||||unidentified|unidentified strain	0.0000	RNODE_437_length_3085_cov_98.66641	32644
32644.50	strain	||||||32644|32644.50	||||||unidentified|unidentified strain	0.0000	RNODE_395_length_1428_cov_3.92319	32644
1387231.1	strain	2|1224|1236|72274|135621|286|1387231|1387231.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas sp. CMAA1215|Pseudomonas sp. CMAA1215 strain	0.0000	Otu337.0	286
32644.52	strain	||||||32644|32644.52	||||||unidentified|unidentified strain	0.0000	RNODE_222_length_1915_cov_3.09562	32644
32644.53	strain	||||||32644|32644.53	||||||unidentified|unidentified strain	0.0000	RNODE_197_length_5069_cov_3.76758	32644
1406.1	strain	2|1239|91061|1385|186822|44249|1406|1406.1	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus polymyxa|Paenibacillus polymyxa strain	0.0000	Otu884	1406
32644.58	strain	||||||32644|32644.58	||||||unidentified|unidentified strain	0.0646	RNODE_174_length_2429_cov_2.88035	32644
32644.59	strain	||||||32644|32644.59	||||||unidentified|unidentified strain	0.0000	RNODE_264_length_2217_cov_3.64237	32644
45202.137	strain	||||||45202|45202.137	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_42_length_6009_cov_12.62369	45202
491205.1	strain	2|976|117743|200644|49546|59732|1453492|491205.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium hispalense|Chryseobacterium hispalense DSM 25574 strain	0.0000	Otu406.0	59732
27337.1	strain	2759|4890|147550|1028384|1033978|1036719|27337|27337.1	Eukaryota|Ascomycota|Sordariomycetes|Glomerellales|Plectosphaerellaceae|Verticillium|Verticillium dahliae|Verticillium dahliae strain	0.0058	Verticillium_dahliae_MPI-FR1-AT-0353	27337
32644.39	strain	||||||32644|32644.39	||||||unidentified|unidentified strain	0.0000	RNODE_84_length_1477_cov_11.65155	32644
193000.1	strain	2759|4890|147550|5114|5117|34399|193000|193000.1	Eukaryota|Ascomycota|Sordariomycetes|Diaporthales|Valsaceae|Phomopsis|Phomopsis columnaris|Phomopsis columnaris strain	0.0060	Phomopsis_columnaris_MPI-SW4-AT-0540	193000
